"Id","Code","Name","Standard Class","Domain","Vocab","Validity","Concept"
40027164,365820,"dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Dexasporin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027165,93250,"dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Maxitrol]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027166,365819,"dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Methadex]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027167,365818,"dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Poly-Dex]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027168,373028,"dexamethasone / neomycin Ophthalmic Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40027169,367264,"dexamethasone / neomycin Ophthalmic Ointment [Neo-Decadron]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027170,376267,"dexamethasone / neomycin Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40027171,363850,"dexamethasone / neomycin Ophthalmic Solution [AK-Neo-Dex]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027172,363849,"dexamethasone / neomycin Ophthalmic Solution [Neo-Dex]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027173,363848,"dexamethasone / neomycin Ophthalmic Solution [Neo-Dexair]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027174,373027,"dexamethasone / neomycin Otic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40027175,377671,"dexamethasone / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40027447,362345,"dexamethasone / neomycin Topical Cream [Neo-Decadron]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40027448,378593,"dexamethasone / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40027449,446661,"dexamethasone / neomycin Topical Spray","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40031315,373026,"clobetasone / neomycin Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40037356,379384,"flurandrenolide / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40037357,373032,"flurandrenolide / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40041049,446663,"flumethasone / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40041050,373029,"flumethasone / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40041418,446666,"fluocinonide / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40041911,377433,"fluorometholone / neomycin Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40041912,373031,"fluorometholone / neomycin Ophthalmic Suspension","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40046035,446668,"halcinonide / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40046787,446679,"hydrocortisone / natamycin / neomycin Topical Lotion","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40046788,446682,"hydrocortisone / natamycin / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40046789,376117,"hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40046790,376116,"hydrocortisone / neomycin / polymyxin B Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40046791,374762,"hydrocortisone / neomycin / polymyxin B Ophthalmic Suspension","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40046792,365829,"hydrocortisone / neomycin / polymyxin B Ophthalmic Suspension [AK-Spore HC]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40047938,374686,"gramicidin / neomycin / polymyxin B Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40047939,363740,"gramicidin / neomycin / polymyxin B Ophthalmic Solution [AK-Spore]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40047941,363743,"gramicidin / neomycin / polymyxin B Ophthalmic Solution [Neocin PG]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40047942,363742,"gramicidin / neomycin / polymyxin B Ophthalmic Solution [Neoptic]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052930,384619,"hydrocortisone / neomycin / polymyxin B Ophthalmic Suspension [Cortomycin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052931,365811,"hydrocortisone / neomycin / polymyxin B Ophthalmic Suspension [Ocutricin HC]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052932,378643,"hydrocortisone / neomycin / polymyxin B Otic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052933,365323,"hydrocortisone / neomycin / polymyxin B Otic Solution [Antibiotic Ear]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052934,365358,"hydrocortisone / neomycin / polymyxin B Otic Solution [Cort-Biotic]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052935,365322,"hydrocortisone / neomycin / polymyxin B Otic Solution [Cortratigen]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052936,365354,"hydrocortisone / neomycin / polymyxin B Otic Solution [Cortisporin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052937,365321,"hydrocortisone / neomycin / polymyxin B Otic Solution [Cortomycin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052938,365317,"hydrocortisone / neomycin / polymyxin B Otic Solution [Drotic]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052939,365325,"hydrocortisone / neomycin / polymyxin B Otic Solution [Ear-Eze]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052940,365313,"hydrocortisone / neomycin / polymyxin B Otic Solution [Lazersporin-C]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052941,365355,"hydrocortisone / neomycin / polymyxin B Otic Solution [Masporin Otic]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052942,365319,"hydrocortisone / neomycin / polymyxin B Otic Solution [Oti-sone]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052943,365350,"hydrocortisone / neomycin / polymyxin B Otic Solution [Otic Ear Care]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052944,402712,"hydrocortisone / neomycin / polymyxin B Otic Solution [Otic care]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052945,365349,"hydrocortisone / neomycin / polymyxin B Otic Solution [Otimar]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052946,365324,"hydrocortisone / neomycin / polymyxin B Otic Solution [Otocort]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052947,375450,"hydrocortisone / neomycin / polymyxin B Otic Suspension","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052949,366132,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Antibiotic Ear]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052950,366135,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Antibiotic-Cort Ear]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052951,366129,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Cort-Biotic]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052952,366130,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Cortatrigen]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052954,366137,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Cortomycin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052955,384615,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Masporin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052956,366136,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Oti-sone]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052957,366131,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Otimar]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052958,366139,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Otocort Sterile Suspension]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052959,366138,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Pediotic]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052961,377718,"hydrocortisone / neomycin / polymyxin B Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052963,377726,"hydrocortisone / neomycin Ophthalmic Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052964,373033,"hydrocortisone / neomycin Ophthalmic Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052965,376397,"hydrocortisone / neomycin Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052966,373034,"hydrocortisone / neomycin Ophthalmic Suspension","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052967,373035,"hydrocortisone / neomycin Otic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052968,377714,"hydrocortisone / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052969,374385,"hydrocortisone / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40052970,367411,"hydrocortisone / neomycin Topical Ointment [Neo-Cortef]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40052971,446670,"hydrocortisone / neomycin Topical Spray","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40057263,379383,"fluocinolone / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40057264,362161,"fluocinolone / neomycin Topical Cream [synalar N]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40057265,373030,"fluocinolone / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40057266,367317,"fluocinolone / neomycin Topical Ointment [synalar N]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40063556,373037,"naphazoline / neomycin Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40066583,376403,"methylprednisolone / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40066585,376326,"methylprednisolone / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40069324,363658,"gramicidin / neomycin / polymyxin B Ophthalmic Solution [Ocu-Spore-G]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40069330,365810,"dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Ocu-Trol]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40071896,374690,"neomycin / polymyxin B / prednisolone Ophthalmic Suspension","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071897,365813,"neomycin / polymyxin B / prednisolone Ophthalmic Suspension [Poly Pred]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40071898,377774,"neomycin / polymyxin B / pramoxine Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071899,374526,"neomycin / polymyxin B Irrigation Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071901,376517,"neomycin / polymyxin B Ophthalmic Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071902,375179,"neomycin / polymyxin B Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071903,379198,"neomycin / polymyxin B Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071904,446684,"neomycin / prednisolone Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071905,376404,"neomycin / prednisolone Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071906,373039,"neomycin / propionic acid Otic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071907,373041,"neomycin / triamcinolone Otic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071908,377772,"neomycin / triamcinolone Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071909,377773,"neomycin / triamcinolone Topical Lotion","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40071910,373040,"neomycin / triamcinolone Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072289,373016,"neomycin Injectable Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072290,446649,"neomycin Irrigation Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072291,373018,"neomycin Ophthalmic Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072292,373019,"neomycin Ophthalmic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072293,363795,"neomycin Ophthalmic Solution [Minims Neomycin sulfate]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40072294,446644,"neomycin Oral Capsule","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072295,373020,"neomycin Oral Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072296,364088,"neomycin Oral Solution [Mycifradin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40072298,446636,"neomycin Oral Suspension","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072299,373022,"neomycin Oral Tablet","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072300,368778,"neomycin Oral Tablet [Neo-Tab]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40072301,377395,"neomycin Otic Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072303,377775,"neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072304,362138,"neomycin Topical Cream [Myciguent]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40072305,373017,"neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072306,367388,"neomycin Topical Ointment [Myciguent]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40072307,446641,"neomycin Topical Powder","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40072308,373021,"neomycin Topical Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40084560,464934,"bacitracin / neomycin / polymyxin B / pramoxine Topical Ointment [Spectrocin Plus]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40093197,402725,"aluminum chlorohydrate / neomycin Topical Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40093198,402747,"aluminum chlorohydrate / neomycin Topical Spray","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40095894,377876,"clostebol / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40095895,377332,"clostebol / neomycin Topical Spray","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40105920,562634,"bacitracin / hydrocortisone / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40105923,562665,"bacitracin / lidocaine / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40105933,542228,"bacitracin / neomycin / polymyxin B Ophthalmic Ointment [Polymycin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40105936,562413,"bacitracin / diperodon / neomycin Topical Ointment","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40118508,545493,"oxytetracycline Injectable Solution [Geomycin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40127792,597007,"dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Eyetrol]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40129765,603754,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Otic Ear Care]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40130235,616937,"bacitracin / neomycin / polymyxin B / pramoxine Topical Ointment [Mycitracin Plus Pain Reliever]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40132835,631714,"hydrocortisone / neomycin / polymyxin B Otic Solution [AK-Spore HC]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40133137,637692,"acexamic acid / neomycin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40133447,632295,"dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [AK-Trol]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40136989,670297,"neomycin / polymyxin B Ophthalmic Ointment [Statrol]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40136990,670306,"neomycin / polymyxin B Ophthalmic Solution [Statrol]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40137994,688662,"bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [AK-Spore HC Ointment]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40137995,688700,"bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Cortisporin Ointment]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40137996,688707,"bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Cortomycin Ointment]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40137997,688703,"bacitracin / hydrocortisone / neomycin / polymyxin B Topical Ointment [Cortisporin Ointment]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40140235,706940,"gramicidin / neomycin / polymyxin B Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40144502,750183,"bacitracin / neomycin / polymyxin B Ophthalmic Ointment [Neocidin Ointment]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40144908,750179,"gramicidin / neomycin / polymyxin B Ophthalmic Solution [Neocidin Solution]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40148540,763094,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Oticin HC]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40149337,790878,"dexamethasone / neomycin Ophthalmic Solution [Neo-Decadron]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40149354,792118,"hydrocortisone / neomycin / polymyxin B Otic Solution [Otocidin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40155294,825189,"hydrocortisone / neomycin / polymyxin B Ophthalmic Suspension [Cortisporin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40155295,825185,"hydrocortisone / neomycin / polymyxin B Otic Suspension [Cortisporin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40155898,828345,"dexamethasone / neomycin / polymyxin B Ophthalmic Suspension [Neopolydex]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40163006,854992,"colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML Otic Suspension","Clinical Drug","Drug","RxNorm","Valid","Standard"
40163007,854995,"colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML Otic Suspension [Coly Mycin S]","Branded Drug","Drug","RxNorm","Valid","Standard"
40163008,854997,"colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML Otic Suspension [Cortisporin-TC]","Branded Drug","Drug","RxNorm","Valid","Standard"
40163009,854994,"colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML [Coly Mycin S]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40163010,854996,"colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML [Cortisporin-TC]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40167223,866041,"neomycin sulfate 500 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40167224,866042,"neomycin sulfate 500 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
40168063,883523,"neomycin sulfate 500 MG Oral Tablet [Neo-Tab]","Branded Drug","Drug","RxNorm","Valid","Standard"
40168064,883522,"neomycin sulfate 500 MG [Neo-Tab]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40170020,892118,"neomycin 20 MG/ML Oral Solution [DriTail]","Branded Drug","Drug","RxNorm","Valid","Standard"
40170021,892116,"neomycin 20 MG/ML [DriTail]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40170083,892117,"neomycin Oral Solution [DriTail]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40225755,1009386,"dexamethasone / neomycin / thiabendazole Topical Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40225756,1009391,"dexamethasone / neomycin / thiabendazole Topical Solution [Tresaderm]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40225767,1009388,"dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
40225768,1009392,"dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution [Tresaderm]","Branded Drug","Drug","RxNorm","Valid","Standard"
40225769,1009390,"dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML [Tresaderm]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40227097,1012996,"lidocaine hydrochloride 40 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Topical Cream","Clinical Drug","Drug","RxNorm","Valid","Standard"
40227202,1009384,"neomycin 3.2 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40234764,1086278,"neomycin 3.5 MG/ML / triamcinolone acetonide 1 MG/ML Otic Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
40235501,1089094,"bacitracin / lidocaine / neomycin / polymyxin B Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40235502,1089098,"bacitracin / lidocaine / neomycin / polymyxin B Topical Cream [ProCoMycin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40235503,1089858,"bacitracin / neomycin / polymyxin B / pramoxine Topical Ointment [Tri Biozene]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40235517,1089101,"bacitracin 0.5 UNT/ML / lidocaine hydrochloride 40 MG/ML / neomycin 0.0035 MG/ML / polymyxin B 10 UNT/ML Topical Cream","Clinical Drug","Drug","RxNorm","Valid","Standard"
40235518,1089103,"bacitracin 0.5 UNT/ML / lidocaine hydrochloride 40 MG/ML / neomycin 0.0035 MG/ML / polymyxin B 10 UNT/ML Topical Cream [ProCoMycin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40235519,1089102,"bacitracin 0.5 UNT/ML / lidocaine hydrochloride 40 MG/ML / neomycin 0.0035 MG/ML / polymyxin B 10 UNT/ML [ProCoMycin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40236400,1089092,"neomycin 0.0035 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40236762,1093252,"bacitracin / neomycin / polymyxin B Topical Ointment [Atopalm First Aid]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40237317,1093247,"neomycin sulfate 0.0035 MG/MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40237653,1098397,"bacitracin 0.4 UNT/MG / lidocaine 0.04 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Topical Ointment","Clinical Drug","Drug","RxNorm","Valid","Standard"
40240478,1116153,"bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Neo-Polycin HC]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40241219,1116150,"bacitracin zinc 0.4 UNT/MG / hydrocortisone acetate 0.01 MG/MG / neomycin sulfate 0.0035 MG/MG / polymyxin B sulfate 10 UNT/MG Ophthalmic Ointment","Clinical Drug","Drug","RxNorm","Valid","Standard"
40241220,1116154,"bacitracin zinc 0.4 UNT/MG / hydrocortisone acetate 0.01 MG/MG / neomycin sulfate 0.0035 MG/MG / polymyxin B sulfate 10 UNT/MG Ophthalmic Ointment [Neo-Polycin HC]","Branded Drug","Drug","RxNorm","Valid","Standard"
40241221,1116152,"bacitracin zinc 0.4 UNT/MG / hydrocortisone acetate 0.01 MG/MG / neomycin sulfate 0.0035 MG/MG / polymyxin B sulfate 10 UNT/MG [Neo-Polycin HC]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40241683,1117089,"bacitracin / neomycin / polymyxin B Ophthalmic Ointment [Neo-Polycin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40241684,1117090,"bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Neo-Polycin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40241685,1117088,"bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Neo-Polycin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40243832,1191379,"fluocinolone acetonide 0.00025 MG/MG / neomycin sulfate 0.0035 MG/MG Topical Ointment","Clinical Drug","Drug","RxNorm","Valid","Standard"
40243833,1191343,"fluocinolone acetonide 0.00025 MG/MG / neomycin sulfate 0.005 MG/MG Topical Ointment","Clinical Drug","Drug","RxNorm","Valid","Standard"
40243853,1191393,"fluocinolone acetonide 0.1 MG/ML / neomycin sulfate 3.5 MG/ML Topical Cream","Clinical Drug","Drug","RxNorm","Valid","Standard"
40243854,1191396,"fluocinolone acetonide 0.1 MG/ML / neomycin sulfate 4.5 MG/ML Topical Cream","Clinical Drug","Drug","RxNorm","Valid","Standard"
40243885,1191403,"fluocinolone acetonide 0.25 MG/ML / neomycin sulfate 3.5 MG/ML Topical Cream","Clinical Drug","Drug","RxNorm","Valid","Standard"
40243886,1191359,"fluocinolone acetonide 0.25 MG/ML / neomycin sulfate 5 MG/ML Topical Cream","Clinical Drug","Drug","RxNorm","Valid","Standard"
40244010,1191342,"neomycin sulfate 0.005 MG/MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40244011,1191392,"neomycin sulfate 3.5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40244012,1191395,"neomycin sulfate 4.5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40244013,1191358,"neomycin sulfate 5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
42543795,2001994,"bacitracin zinc 0.4 UNT/ML / lidocaine hydrochloride 0.02 MG/ML / neomycin 0.0035 MG/ML / polymyxin B 5 UNT/ML Topical Cream","Clinical Drug","Drug","RxNorm","Valid","Standard"
42707217,1290798,"fluocinolone acetonide 0.00025 MG/MG / neomycin sulfate 0.005 MG/MG [synalar N]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
42707221,1290802,"fluocinolone acetonide 0.25 MG/ML / neomycin sulfate 5 MG/ML [synalar N]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
42799284,1294475,"bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Topical Ointment [Atopalm First Aid]","Branded Drug","Drug","RxNorm","Valid","Standard"
42799285,1294474,"bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG [Atopalm First Aid]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
42873750,1304958,"bacitracin / neomycin / polymyxin B / pramoxine Topical Ointment [Atopalm First Aid Moisturizing and Pain Relief]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
42899676,1306919,"neomycin Topical Ointment [Vitacilina]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
42901437,1358502,"methylprednisolone acetate 0.0025 MG/MG / neomycin 0.0035 MG/MG [Neo-Medrol]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
42901438,1358503,"methylprednisolone / neomycin Topical Ointment [Neo-Medrol]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
